Collection_Name,Manufacturer_Collection_Name,S.No.,Item No.,Article,DESCRIPTION,Rolls,Rate,Amount,WEIGHT GRS/SMT,EAN CODE,GROSS WEIGHT KG/RX,NET WEIGHT KG./RX,BOX WEIGHT KG,DESIGN REPEAT cm,WIDTH m,LENGHT m,QUANTITY PER BOX,VOL/BOX mc,BOX TOT.WEIGHT kg,RESISTANCE TO LIGHT,WASHABILITY,REACTION TO FIRE,CERTIFICATIONS,EMISSIONS DANS L'AIR INTERIEUR,Repeat_1_Value,Repeat_1_Type,Repeat_2_Value,Repeat_2_Type
Thai,Thai,41234.0,26478.0,26478,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264786.0,2.099,2.024,0.723,zero,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Thai,Thai,41233.0,26480.0,26480,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264809.0,2.099,2.024,0.723,zero,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Thai,Thai,41238.0,26481.0,26481,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264816.0,2.099,2.024,0.723,zero,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Thai,Thai,41209.0,26482.0,26482,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264823.0,2.099,2.024,0.723,zero,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Thai,Thai,41228.0,26484.0,26484,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264847.0,2.099,2.024,0.723,zero,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Thai,Thai,41203.0,26485.0,26485,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264854.0,2.099,2.024,0.723,zero,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Thai,Thai,41224.0,26487.0,26487,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264878.0,2.099,2.024,0.723,zero,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Thai,Thai,41229.0,26488.0,26488,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264885.0,2.099,2.024,0.723,zero,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Thai,Thai,41210.0,26489.0,26489,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264892.0,2.099,2.024,0.723,zero,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Energie,Energie,41109.0,30101.0,30101,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301016.0,1.455,1.385,0.66,53 straight,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Energie,Energie,41103.0,30103.0,30103,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301030.0,1.455,1.385,0.66,53 straight,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Energie,Energie,41120.0,30105.0,30105,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301054.0,1.455,1.385,0.66,53 straight,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Energie,Energie,41101.0,30106.0,30106,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301061.0,1.455,1.385,0.66,53 straight,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Energie,Energie,41106.0,30107.0,30107,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301078.0,1.455,1.385,0.66,53 straight,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Energie,Energie,41134.0,30114.0,30114,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301146.0,1.455,1.385,0.66,53 straight,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Energie,Energie,41137.0,30115.0,30115,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301153.0,1.455,1.385,0.66,53 straight,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Energie,Energie,41131.0,30116.0,30116,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301160.0,1.455,1.385,0.66,53 straight,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Energie,Energie,41139.0,30117.0,30117,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301177.0,1.455,1.385,0.66,53 straight,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Energie,Energie,41127.0,30126.0,30126,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301269.0,1.455,1.385,0.66,53 offset,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Offset,,
Energie,Energie,41115.0,30128.0,30128,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301283.0,1.455,1.385,0.66,53 offset,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Offset,,
Energie,Energie,41125.0,30129.0,30129,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301290.0,1.455,1.385,0.66,53 offset,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Offset,,
Energie,Energie,41105.0,30136.0,30136,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301368.0,1.455,1.385,0.66,zero,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Energie,Energie,41119.0,30137.0,30137,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301375.0,1.455,1.385,0.66,zero,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Energie,Energie,41133.0,30138.0,30138,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301382.0,1.455,1.385,0.66,zero,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Energie,Energie,41110.0,30139.0,30139,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301399.0,1.455,1.385,0.66,zero,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Energie,Energie,41117.0,30143.0,30143,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301436.0,1.455,1.385,0.66,53 offset,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Offset,,
Energie,Energie,41129.0,30144.0,30144,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301443.0,1.455,1.385,0.66,53 offset,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Offset,,
Energie,Energie,41124.0,30145.0,30145,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301450.0,1.455,1.385,0.66,53 offset,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Offset,,
Energie,Energie,41128.0,30146.0,30146,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301467.0,1.455,1.385,0.66,53 straight,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Energie,Energie,41126.0,30147.0,30147,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301474.0,1.455,1.385,0.66,53 straight,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Energie,Energie,41116.0,30148.0,30148,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301481.0,1.455,1.385,0.66,53 straight,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Energie,Energie,41114.0,30149.0,30149,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301498.0,1.455,1.385,0.66,53 straight,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Energie,Energie,41104.0,30153.0,30153,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301535.0,1.455,1.385,0.66,"26,5 straight",0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,26.5,Straight,,
Energie,Energie,41132.0,30154.0,30154,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301542.0,1.455,1.385,0.66,"26,5 straight",0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,26.5,Straight,,
Energie,Energie,41107.0,30155.0,30155,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301559.0,1.455,1.385,0.66,"26,5 straight",0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,26.5,Straight,,
Energie,Energie,41102.0,30156.0,30156,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301566.0,1.455,1.385,0.66,"26,5 straight",0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,26.5,Straight,,
Energie,Energie,41130.0,30158.0,30158,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301580.0,1.455,1.385,0.66,"26,5 straight",0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,26.5,Straight,,
Energie,Energie,41108.0,30159.0,30159,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301597.0,1.455,1.385,0.66,"26,5 straight",0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,26.5,Straight,,
Energie,Energie,41113.0,30161.0,30161,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301610.0,1.455,1.385,0.66,"6,6 straight",0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,6.6,Straight,,
Energie,Energie,41112.0,30167.0,30167,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301672.0,1.455,1.385,0.66,"6,6 straight",0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,6.6,Straight,,
Energie,Energie,41111.0,30169.0,30169,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301696.0,1.455,1.385,0.66,"6,6 straight",0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,6.6,Straight,,
Energie,Energie,41136.0,30172.0,30172,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301726.0,1.455,1.385,0.66,"6,6 straight",0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,6.6,Straight,,
Energie,Energie,41135.0,30173.0,30173,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301733.0,1.455,1.385,0.66,"6,6 straight",0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,6.6,Straight,,
Energie,Energie,41138.0,30175.0,30175,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301757.0,1.455,1.385,0.66,"6,6 straight",0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,6.6,Straight,,
Energie,Energie,41121.0,30176.0,30176,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301764.0,1.455,1.385,0.66,"7,7 straight",0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,7.7,Straight,,
Energie,Energie,41122.0,30177.0,30177,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301771.0,1.455,1.385,0.66,"7,7 straight",0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,7.7,Straight,,
Energie,Energie,41118.0,30178.0,30178,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301788.0,1.455,1.385,0.66,"7,7 straight",0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,7.7,Straight,,
Energie,Energie,41123.0,30179.0,30179,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301795.0,1.455,1.385,0.66,"7,7 straight",0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,7.7,Straight,,
Energie,Energie,41140.0,30181.0,30181,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301818.0,1.455,1.385,0.66,zero,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Energie,Energie,41143.0,30182.0,30182,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301825.0,1.455,1.385,0.66,zero,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Energie,Energie,41141.0,30183.0,30183,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301832.0,1.455,1.385,0.66,zero,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Energie,Energie,41147.0,30184.0,30184,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301849.0,1.455,1.385,0.66,zero,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Energie,Energie,41145.0,30185.0,30185,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301856.0,1.455,1.385,0.66,zero,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Energie,Energie,41149.0,30188.0,30188,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301887.0,1.455,1.385,0.66,zero,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Energie,Energie,41144.0,30193.0,30193,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301931.0,1.455,1.385,0.66,zero,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Energie,Energie,41146.0,30195.0,30195,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301955.0,1.455,1.385,0.66,zero,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Energie,Energie,41142.0,30197.0,30197,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301979.0,1.455,1.385,0.66,zero,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Energie,Energie,41148.0,30198.0,30198,PVC/TNT ENERGIE,,13.0,0.0,260gr,8022560301986.0,1.455,1.385,0.66,zero,0.53,10.05,12.0,0.036,17.46,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Friends & Coffee,Friends and Coffee 2,4651.0,11026.0,11026,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560110267.0,0.745,0.69,0.45,53 straight,0.53,10.1,12.0,0.02,8.934,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Straight,,
Friends & Coffee,Friends and Coffee 2,4650.0,11027.0,11027,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560110274.0,0.745,0.69,0.45,53 straight,0.53,10.1,12.0,0.02,8.934,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Straight,,
Friends & Coffee,Friends and Coffee 2,4601.0,16601.0,16601,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166011.0,0.736,0.692,0.35,53 offset,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Offset,,
Friends & Coffee,Friends and Coffee 2,4619.0,16602.0,16602,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166028.0,0.736,0.692,0.35,53 offset,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Offset,,
Friends & Coffee,Friends and Coffee 2,4627.0,16603.0,16603,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166035.0,0.736,0.692,0.35,53 offset,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Offset,,
Friends & Coffee,Friends and Coffee 2,4610.0,16605.0,16605,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166059.0,0.736,0.692,0.35,zero/53 offset,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,0.0,,53.0,Offset
Friends & Coffee,Friends and Coffee 2,4607.0,16606.0,16606,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166066.0,0.736,0.692,0.35,zero/53 offset,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,0.0,,53.0,Offset
Friends & Coffee,Friends and Coffee 2,4604.0,16607.0,16607,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166073.0,0.736,0.692,0.35,zero/53 offset,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,0.0,,53.0,Offset
Friends & Coffee,Friends and Coffee 2,4621.0,16608.0,16608,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166080.0,0.736,0.692,0.35,zero/53 offset,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,0.0,,53.0,Offset
Friends & Coffee,Friends and Coffee 2,4612.0,16609.0,16609,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166097.0,0.736,0.692,0.35,64 straight,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,64.0,Straight,,
Friends & Coffee,Friends and Coffee 2,4615.0,16610.0,16610,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166103.0,0.736,0.692,0.35,64 straight,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,64.0,Straight,,
Friends & Coffee,Friends and Coffee 2,4629.0,16611.0,16611,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166110.0,0.736,0.692,0.35,53 offset,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Offset,,
Friends & Coffee,Friends and Coffee 2,4632.0,16612.0,16612,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166127.0,0.736,0.692,0.35,53 offset,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Offset,,
Friends & Coffee,Friends and Coffee 2,4630.0,16613.0,16613,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166134.0,0.736,0.692,0.35,53 offset,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Offset,,
Friends & Coffee,Friends and Coffee 2,4628.0,16615.0,16615,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166158.0,0.736,0.692,0.35,53 offset,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Offset,,
Friends & Coffee,Friends and Coffee 2,4631.0,16616.0,16616,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166165.0,0.736,0.692,0.35,53 offset,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Offset,,
Friends & Coffee,Friends and Coffee 2,4643.0,16617.0,16617,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166172.0,0.736,0.692,0.35,53 paro,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Paro,,
Friends & Coffee,Friends and Coffee 2,4641.0,16618.0,16618,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166189.0,0.736,0.692,0.35,53 paro,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Paro,,
Friends & Coffee,Friends and Coffee 2,4634.0,16619.0,16619,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166196.0,0.736,0.692,0.35,53 paro,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Paro,,
Friends & Coffee,Friends and Coffee 2,4640.0,16621.0,16621,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166219.0,0.736,0.692,0.35,53 paro,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Paro,,
Friends & Coffee,Friends and Coffee 2,4637.0,16622.0,16622,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166226.0,0.736,0.692,0.35,53 paro,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Paro,,
Friends & Coffee,Friends and Coffee 2,4635.0,16623.0,16623,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166233.0,0.736,0.692,0.35,53 paro,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Paro,,
Friends & Coffee,Friends and Coffee 2,4649.0,16625.0,16625,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166257.0,0.745,0.692,0.45,53 offset,0.53,10.1,12.0,0.02,8.934,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Offset,,
Friends & Coffee,Friends and Coffee 2,4647.0,16626.0,16626,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166264.0,0.745,0.692,0.45,53 offset,0.53,10.1,12.0,0.02,8.934,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Offset,,
Friends & Coffee,Friends and Coffee 2,4654.0,16628.0,16628,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166288.0,0.745,0.692,0.45,"26,5 straight",0.53,10.1,12.0,0.02,8.934,GOOD,WASHABLE,"D-­s3,d2",CE,A+,26.5,Straight,,
Friends & Coffee,Friends and Coffee 2,4644.0,16629.0,16629,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166295.0,0.745,0.692,0.45,"26,5 straight",0.53,10.1,12.0,0.02,8.934,GOOD,WASHABLE,"D-­s3,d2",CE,A+,26.5,Straight,,
Friends & Coffee,Friends and Coffee 2,4658.0,16631.0,16631,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166318.0,0.736,0.692,0.35,53 straight,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Straight,,
Friends & Coffee,Friends and Coffee 2,4667.0,16632.0,16632,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166325.0,0.736,0.692,0.35,53 straight,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Straight,,
Friends & Coffee,Friends and Coffee 2,4662.0,16633.0,16633,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166332.0,0.736,0.692,0.35,53 straight,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Straight,,
Friends & Coffee,Friends and Coffee 2,4655.0,16635.0,16635,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166356.0,0.736,0.692,0.35,53 straight,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Straight,,
Friends & Coffee,Friends and Coffee 2,4669.0,16636.0,16636,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166363.0,0.736,0.692,0.35,53 straight,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Straight,,
Friends & Coffee,Friends and Coffee 2,4663.0,16637.0,16637,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166370.0,0.736,0.692,0.35,53 straight,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Straight,,
Friends & Coffee,Friends and Coffee 2,4661.0,16640.0,16640,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166400.0,0.736,0.692,0.35,53 straight,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Straight,,
Friends & Coffee,Friends and Coffee 2,4670.0,16641.0,16641,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166417.0,0.736,0.692,0.35,53 straight,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Straight,,
Friends & Coffee,Friends and Coffee 2,4664.0,16642.0,16642,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166424.0,0.736,0.692,0.35,53 straight,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Straight,,
Friends & Coffee,Friends and Coffee 2,4668.0,16643.0,16643,TNT/CARTA FRIENDS & COFFEE 2,,9.57,0.0,130 gr,8022560166431.0,0.736,0.692,0.35,53 offset,0.53,10.1,12.0,0.02,8.834,GOOD,WASHABLE,"D-­s3,d2",CE,A+,53.0,Offset,,
